"id_cliente","compras_online","compras_locales","productos_online","productos_locales","servicios_comprados","gasto_online","gasto_local","fecha_ultima_compra_online","fecha_ultima_compra_local","dias_desde_ultima_compra_online","dias_desde_ultima_compra_local","cliente_sin_compras","producto_preferido","categoria_preferida","marca_preferida","presentacion_preferida","servicio_preferido"
"7fba7b03-455a-41cb-b19b-e87552de2e29",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"802c1dbd-1174-44df-863e-5973b90fdb1b",7,3,35,7,7,10935.50,1964.00,"2026-06-30","2026-02-05",22,167,0,"15 Pachy Vinly Ink","Maquillaje","MAYBELLINE","Única","Depilaciones Cera y Navaja"
"8051fdf6-2087-492d-ab3b-e4a3252d3cff",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"809cbbe4-4db0-4559-acf8-b24a73b0ece9",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"80a21b7a-2159-45d5-9160-e01f873a46cc",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"80a41a90-8441-4b5d-9b97-23a963d9a5aa",12,15,81,47,47,40124.00,17877.25,"2026-07-01","2026-06-19",21,33,0,"Shampoo Di Agave","Shampoo","AVYNA","150ml","Corte de Cabello Dama"
"80e3514f-437f-47fc-9345-f02638638671",2,1,6,1,1,2669.00,508.25,"2026-04-22","2025-08-11",91,345,0,"Riconstruttore Platino","Tratamiento capilar","AVYNA","250ml","Corte de Cabello Dama"
"80e58437-7393-4f27-9497-02434f71eac3",2,1,5,1,1,1918.00,275.00,"2026-01-04","2025-04-16",199,462,0,"Crema DEPILADORA Sheló","Cuidado corporal","SHELÓ","Única","Depilaciones Cera y Navaja"
"812c6b61-e03a-47b6-a1ab-4d8dbe450969",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"815499b8-3a19-4997-b413-939138b965e5",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"819e3590-87c9-4593-9558-58c14bfc4e4e",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"81f14c5d-b53d-4cd9-80c3-4584ba923f1c",2,1,11,2,2,2669.50,455.00,"2026-01-01","2024-12-15",202,584,0,"50 Wicked Vinyl Ink","Maquillaje","GARNIER","Única","Depilaciones Cera y Navaja"
"827322f4-aab8-4872-9cf0-d867dc5ce1e9",2,1,5,3,3,2018.00,795.00,"2025-11-11","2024-10-19",253,641,0,"Shampoo Solido Ialuronico","Tratamiento capilar","AVYNA","Sin tamaño","Depilaciones Cera y Navaja"
"82ceda6c-c057-4d08-83fd-610da3c3f093",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"831d7534-4a2e-480f-8118-ca8abf6b2d3c",2,1,4,3,3,1336.50,1135.25,"2026-01-01","2025-04-30",202,448,0,"Bifasico Di Agave","Tratamiento capilar","AVYNA","200ml","Corte de Cabello Dama"
"832179c5-4a6c-4129-b4ae-2f014223a6cf",12,17,108,52,52,44116.00,20254.25,"2026-06-03","2026-06-07",49,45,0,"Mashera Di Agave","Tratamiento capilar","AVYNA","1L","Corte de Cabello Dama"
"8355b9c6-e414-432b-a657-9ba4e53d3c1c",7,3,27,7,7,7923.00,1501.50,"2026-06-09","2025-04-03",43,475,0,"Desmaquillante Mk","Cuidado facial","MARY KAY","Única","Depilaciones Cera y Navaja"
"8439ad7e-6d06-4dd8-99d4-c65cfb44966d",12,14,85,41,41,43620.50,16832.00,"2026-06-09","2026-06-24",43,28,0,"Silk System Shine 300ml","Tratamiento capilar","AVYNA","300ml","Corte de Cabello Dama"
"84add471-2220-4ebb-9c71-ca00f66b2f40",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"84f9380b-d298-4400-9b9b-b1e6e1651c7a",1,1,3,2,2,1108.50,655.00,"2026-07-07","2026-07-02",15,20,0,"Xtiling Mousse","Producto de peinado","AVYNA","300ml","Corte de Cabello Dama"
"853b63d4-c05f-41bb-aa2b-bed43e180f0d",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"853ed579-e9a6-4272-94b4-3305157f0f0f",1,1,4,1,1,1570.00,1200.00,"2026-06-29","2026-06-17",23,35,0,"Agua Micelar Garnier","Cuidado facial","GARNIER","Única","Alaciado Permanente"
"85c2153d-6971-4f35-be24-d1421d2bdc69",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"863d4059-0074-4322-8372-01929d86f80c",2,1,5,1,1,1813.50,560.00,"2025-10-28","2025-02-26",267,511,0,"Shampoo Platino","Shampoo","AVYNA","1L","Botox Capilar"
"8695419c-bf02-4fc8-a37a-bd4a1c2209fa",2,3,6,7,7,1754.50,1923.00,"2026-03-29","2026-03-28",115,116,0,"100 Charmed Vinyl Ink","Maquillaje","MAYBELLINE","Única","Depilaciones Cera y Navaja"
"86fa69ce-8c6d-46a3-a983-94f255dcde03",1,1,2,2,2,689.00,590.00,"2026-06-19","2026-06-29",33,23,0,"Mashera Di Goji","Tratamiento capilar","AVYNA","500ml","Depilaciones Cera y Navaja"
"870e05e4-53fc-4126-b282-9c22e95a453c",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"871cd895-f27a-41c4-8d26-0a2b9af05938",12,9,111,19,19,53286.50,9176.75,"2026-06-23","2026-07-02",29,20,0,"Liss Di Lino","Tratamiento capilar","AVYNA","150ml","Corte de Cabello Dama"
"8749bd7e-ed18-4f58-b93a-e731a223c1f0",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"88060841-a576-4750-bc65-109648ef6fcf",1,1,4,2,2,1500.00,489.25,"2026-06-21","2026-06-08",31,44,0,"Definition Liquid Gel 300ml","Producto de peinado","NBC","300ml","Depilaciones Cera y Navaja"
"8807909f-4d06-43d0-9d63-68e9135c8cd7",1,1,2,2,2,899.00,780.00,"2026-06-27","2026-07-04",25,18,0,"Lumina Silver Shampoo 300ml Tec Italy","Shampoo","TEC ITALY","300ml","Corte de Cabello Dama"
"884aec35-7563-4aa3-8601-4eab8d06775c",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"8929e23c-b3e4-4f2a-aa4b-be2a498c640e",7,8,36,21,21,9777.50,5627.50,"2026-06-20","2026-06-29",32,23,0,"135 city Globetrotter Matte Ink","Maquillaje","MAYBELLINE","Única","Depilaciones Cera y Navaja"
"89fc2ee5-b1e7-4a45-aef2-95d075904719",1,0,4,0,0,1260.00,0.00,"2026-07-03","Sin compra local",19,-1,0,"Xtra Fixx Gel 300ml","Producto de peinado","CHOCOLATTO","300ml","No compró servicios"
"8a185449-5c32-421f-83b4-01857ed5fb3f",7,3,27,9,9,7053.00,2724.50,"2026-06-23","2025-07-04",29,383,0,"Mashera Solido Ialuronico","Tratamiento capilar","AVYNA","Sin tamaño","Corte de Cabello Dama"
"8a5b266a-1d0d-4f0b-8311-e6ee9f13a418",2,1,3,1,1,1432.50,560.00,"2026-04-10","2025-11-15",103,249,0,"Shampoo Platino","Producto de peinado","AVYNA","1L","Botox Capilar"
"8a76b39f-0500-4394-bbab-8615dcdd62d8",1,2,4,3,3,1240.00,970.00,"2026-07-15","2026-07-20",7,2,0,"The Falsies SURREAL Mascara De Pest...","Maquillaje","MAYBELLINE","Única","Corte de Cabello Dama"
"8a7ccc55-415e-4c7d-a561-ed02f4551e9a",2,3,6,11,11,2048.00,3260.00,"2026-06-19","2026-07-01",33,21,0,"Xtylin Wet Look","Producto de peinado","AVYNA","300ml","Corte de Cabello Dama"
"8aaa27ee-623b-4632-80a8-64b723481dd9",1,0,4,0,0,839.00,0.00,"2026-07-03","Sin compra local",19,-1,0,"Agua Micelar Garnier","Cuidado facial","GARNIER","Única","No compró servicios"
"8ace5e0d-2177-48f4-a317-8c7fd3aeaf48",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"8b53dcaa-bac8-49c0-a07d-85a3973ebbe8",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"8c02a2c4-54a3-4fb2-a9b2-02800bd03627",7,3,38,10,10,11300.50,3463.75,"2026-07-03","2025-10-10",19,285,0,"Fluido Di Argan","Maquillaje","AVYNA","100ml","Corte de Cabello Dama"
"8c4fa013-4b19-4b5a-932c-88ef68296f28",2,1,6,1,1,2729.00,465.00,"2025-09-18","2025-02-11",307,526,0,"Bifasico Platino","Tratamiento capilar","AVYNA","200ml","Corte de Cabello Dama"
"8ca2c525-e280-4067-9395-50e298a5f745",12,16,88,45,45,35864.00,16545.50,"2026-06-16","2026-06-04",36,48,0,"Mashera Ialuronico","Producto de peinado","AVYNA","300ml","Corte de Cabello Dama"
"8cbef5c7-1bd3-432d-8bd5-602cf2cbbc5e",1,1,2,3,3,649.00,825.00,"2026-06-15","2026-06-30",37,22,0,"Crema DEPILADORA Sheló","Cuidado corporal","SHELÓ","Única","Depilaciones Cera y Navaja"
"8cfeb6cb-5358-4e0e-94b1-238259a3b9b8",7,3,29,6,6,9860.50,2761.50,"2026-07-07","2026-01-17",15,186,0,"Fiber Paste/Cera Fibrosa","Tratamiento capilar","AVYNA","150ml","Corte de Cabello Dama"
"8d51cc9b-4f70-4bd1-97f6-fd1c082c3430",2,2,8,4,4,2069.00,1264.00,"2026-03-26","2025-12-08",118,226,0,"The Falsies SURREAL Mascara De Pest...","Maquillaje","MAYBELLINE","Única","Corte de Cabello Dama"
"8d5720c1-beec-4266-be56-0f7136a2259a",1,1,3,4,4,1510.00,1705.00,"2026-07-01","2026-07-02",21,20,0,"Silk System Shine 125ml","Tratamiento capilar","TEC ITALY","125ml","Corte de Cabello Dama"
"8d5acb54-d8fb-4321-a93d-4345323d9d96",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"8db882c1-d03d-4007-bc8a-eec9769dacdf",12,8,88,25,25,39315.50,10638.50,"2026-07-05","2025-07-19",17,368,0,"Chocolatto Tatamiento Intensivo","Tratamiento capilar","AVYNA","250ml","Corte de Cabello Dama"
"8e03fb6a-4cdc-48b1-a2c1-b8d1c7895ef9",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"8e47220d-484b-4473-9f9f-d43f4f39cf5d",7,3,31,7,7,10406.50,2752.50,"2026-07-05","2026-03-23",17,121,0,"Gel Extra Forte","Tratamiento capilar","AVYNA","1L","Corte de Cabello Dama"
"8e62dc25-ac1b-4bfd-91cb-5175914c398c",2,1,6,2,2,2483.50,530.00,"2026-03-07","2025-10-01",137,294,0,"Shampoo Di Goji","Shampoo","AVYNA","500ml","Depilaciones Cera y Navaja"
"8eacbf3f-067d-468a-ab76-3110e5ea6d0b",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"8eb26c65-aa62-43d3-9012-78b0accc59e5",2,3,7,6,6,2991.50,2650.00,"2025-11-08","2025-11-12",256,252,0,"Finale-X ÁCIDO GLIOXILICO","Tratamiento capilar","AVYNA","200ml","Corte de Cabello Dama"
"8f625fa4-ffa7-4aab-a259-44638a60eb76",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"8f9668b6-09b9-439b-a324-2336a61eb549",1,1,2,2,2,899.00,800.00,"2026-07-03","2026-07-06",19,16,0,"Lumina Conditioner 300ml","Acondicionador","TEC ITALY","300ml","Corte de Cabello Dama"
"8fa67ee8-0e95-4b4b-92a8-37325e298389",2,1,9,1,1,3021.00,245.00,"2026-03-24","2025-07-26",120,361,0,"Mashera Di Agave","Tratamiento capilar","AVYNA","500ml","Depilaciones Cera y Navaja"
"905c4715-3414-4fc9-b9c7-31a7911557a1",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"9063d1b7-38ef-4dfe-ad19-973d141c34a8",2,1,7,3,3,2496.00,1083.00,"2026-03-26","2025-03-24",118,485,0,"Protector Termico Leclat","Protector térmico","AVYNA","380ml","Corte de Cabello Dama"
"9082912c-0375-4173-9e42-96346bbb55bf",1,1,4,2,2,1289.00,580.00,"2026-07-02","2026-07-01",20,21,0,"Xtra Fixx Gel 300ml","Producto de peinado","NBC","300ml","Depilaciones Cera y Navaja"
"9107a91a-fa43-4c12-ba66-ce2703c82b48",12,8,88,18,18,42632.00,6567.25,"2026-06-02","2025-08-03",50,353,0,"Silk System Shine 300ml","Tratamiento capilar","AVYNA","300ml","Corte de Cabello Dama"
"9108bad7-067c-46f9-aa77-6a48a45fa249",12,14,100,49,49,46473.00,18439.75,"2026-07-02","2026-07-16",20,6,0,"Shampoo Platino","Tratamiento capilar","AVYNA","1L","Corte de Cabello Dama"
"91492aa5-15f9-4ac5-ac34-41824a5db242",7,8,35,18,18,10276.00,4693.75,"2026-06-26","2026-06-09",26,43,0,"The Falsies Volumexpress Mascara De...","Maquillaje","MAYBELLINE","Única","Depilaciones Cera y Navaja"
"919dd7a1-f7b9-4d64-a752-1dcab12920de",1,0,4,0,0,1330.00,0.00,"2026-07-03","Sin compra local",19,-1,0,"Colageno Mg","Tratamiento capilar","TEC ITALY","Única","No compró servicios"
"91ce684b-7478-44e1-8951-0c0517206f74",1,0,2,0,0,569.00,0.00,"2026-07-02","Sin compra local",20,-1,0,"Agua Micelar Jelly Purificante","Cuidado facial","GARNIER","Única","No compró servicios"
"91df675e-2294-42b0-9573-973a96cc4539",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"92553c1d-12e8-4d52-9121-8dc2a75107e1",1,0,3,0,0,1220.00,0.00,"2026-06-22","Sin compra local",30,-1,0,"Colageno Mg","Tratamiento capilar","TEC ITALY","Única","No compró servicios"
"92a30c02-a55d-4e32-906e-fb072760b68c",2,3,8,5,5,2849.00,1558.50,"2026-03-05","2026-03-21",139,123,0,"Xtylin Wet Look","Producto de peinado","AVYNA","300ml","Corte de Cabello Dama"
"92ba56fa-9704-4d0f-a5d0-ba09ecc6cd46",2,1,5,2,2,2879.00,830.00,"2026-03-23","2025-02-20",121,517,0,"Shampoo Ialuronico","Shampoo","AVYNA","1000ml","Corte de Cabello Dama"
"92cdf5fa-fdbe-4cdd-96a9-363749ce2bf7",7,3,29,8,8,9174.00,3753.75,"2026-06-21","2025-04-08",31,470,0,"Shampoo Di Argan","Tratamiento capilar","AVYNA","1L","Corte de Cabello Dama"
"92edce70-5755-46cc-a027-8ad342777a43",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"93060ec3-b172-43c2-bd83-1106c8c2ca8f",2,2,7,3,3,2512.00,1051.75,"2026-01-23","2025-06-24",180,393,0,"Mashera Solido Ialuronico","Tratamiento capilar","AVYNA","Sin tamaño","Depilaciones Cera y Navaja"
"930fb5b4-2feb-433b-9f2f-fae1f71fee6a",12,16,90,49,49,37723.00,20059.00,"2026-06-29","2026-06-22",23,30,0,"Liss Di Lino","Tratamiento capilar","AVYNA","150ml","Corte de Cabello Dama"
"93650fad-acf1-4865-bdd3-714fbe350ff2",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"93667ff6-124a-4bf2-b7ff-e78d9b5e2915",1,0,3,0,0,1440.00,0.00,"2026-07-19","Sin compra local",3,-1,0,"Shampoo Di Goji","Shampoo","AVYNA","1L","No compró servicios"
"936c293f-2649-4e9f-a880-c060ce3444b8",2,1,7,1,1,2157.00,565.00,"2026-04-14","2025-01-16",99,552,0,"Silk System Shine 60ml","Tratamiento capilar","TEC ITALY","60ml","Botox Capilar"
"93a35c21-5ee9-41a1-a7b9-2ba66c26bd80",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"93a81e2c-2b9a-471f-903d-9cf864cb88a0",1,0,3,0,0,1269.00,0.00,"2026-07-04","Sin compra local",18,-1,0,"Fiber Paste/Cera Fibrosa","Tratamiento capilar","AVYNA","150ml","No compró servicios"
"942a3b08-ed17-49ab-a011-098f8d9b9f18",7,3,29,8,8,8978.50,2996.50,"2026-05-11","2025-03-26",72,483,0,"Riconstruttore Di Goji","Tratamiento capilar","AVYNA","250ml","Corte de Cabello Dama"
"94e4b228-50f8-4ee3-8c83-67aa4d6568ee",7,3,26,7,7,9283.50,2383.00,"2026-05-04","2025-03-08",79,501,0,"Bifasico Ialuroico","Tratamiento capilar","AVYNA","200ml","Corte de Cabello Dama"
"9577d3f6-5bb6-41a5-9b18-be8cca6f02df",1,0,2,0,0,749.00,0.00,"2026-06-25","Sin compra local",27,-1,0,"Shampoo Di Argan","Shampoo","AVYNA","500ml","No compró servicios"
"9585562d-1576-4839-a523-5d514488ba7a",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"95bcd931-8a36-460c-9587-62ac078a39d2",2,1,5,3,3,2008.00,720.00,"2026-04-24","2025-03-08",89,501,0,"020 Sand Sable Fit Me Corrector","Maquillaje","MAYBELLINE","Única","Depilaciones Cera y Navaja"
"95ef92c6-8d13-4ab9-b6ab-8c33cd93294b",7,3,29,9,9,9768.50,3685.75,"2026-07-02","2025-12-24",20,210,0,"Lisciante Di Argan Aceite De Argan","Tratamiento capilar","AVYNA","250ml","Corte de Cabello Dama"
"968c5fa6-1059-47c4-a97d-85e4fd5895db",2,1,7,1,1,2239.00,270.00,"2026-03-06","2025-01-15",138,553,0,"40 Petalcore Teddy Tint","Maquillaje","MAYBELLINE","Única","Depilaciones Cera y Navaja"
"969fdef2-671a-4836-95a2-7a54b53e9cf1",1,0,1,0,0,479.00,0.00,"2026-06-26","Sin compra local",26,-1,0,"Shampoo Active 300ml NBC","Shampoo","NBC","300ml","No compró servicios"
"96b02b10-825f-46f6-ae23-db0fe26f0117",1,0,2,0,0,1165.50,0.00,"2026-06-22","Sin compra local",30,-1,0,"Fluido Di Argan","Tratamiento capilar","AVYNA","100ml","No compró servicios"
"97598cdf-2514-482e-8aac-d7f69ea91cc8",1,1,3,1,1,1250.00,350.00,"2026-07-07","2026-07-20",15,2,0,"L´clat Brume Protector","Protector térmico","LECLAT","Única","Corte de Cabello Dama"
"978dfd29-8c22-4996-9f0d-3e0a3e4e9ee9",2,1,6,1,1,1605.00,315.00,"2026-05-06","2026-02-14",77,158,0,"Shampoo Ialuronico","Shampoo","AVYNA","500ml","Corte de Cabello Dama"
"97931e33-b753-4335-bc6d-8ea1e23c9b4f",2,5,7,13,13,1716.50,3571.50,"2026-05-05","2026-05-01",78,82,0,"Agua Micelar Jelly Purificante","Maquillaje","MAYBELLINE","Única","Depilaciones Cera y Navaja"
"97aa7d77-560b-4025-b504-742203ab6fbd",12,16,81,52,52,38076.00,19247.75,"2026-05-26","2026-05-08",57,75,0,"Shampoo Di Agave","Shampoo","AVYNA","1000ml","Corte de Cabello Dama"
"97bb1e72-2807-4cf2-8664-19eb30b4a8aa",1,1,4,3,3,1159.00,925.00,"2026-06-22","2026-06-08",30,44,0,"Mashera Solido Ialuronico","Tratamiento capilar","AVYNA","Sin tamaño","Corte de Cabello Dama"
"9805f3d6-4e05-4ed0-b757-b1ca370c6625",7,3,29,10,10,11596.50,4148.75,"2026-06-28","2025-05-12",24,436,0,"Shampoo Abbondanza","Shampoo","AVYNA","1000ml","Corte de Cabello Dama"
"985d2991-ae9d-451e-bebe-4f6130da855e",7,3,33,7,7,10962.00,2333.50,"2026-06-29","2025-04-23",23,455,0,"320 Honey Base Matte 30H","Maquillaje","MAYBELLINE","30ml","Corte de Cabello Dama"
"986d53b3-8b43-4ad9-8d89-2bb6f06da268",7,3,40,6,6,11574.50,1721.50,"2026-06-25","2025-02-25",27,512,0,"Platina Shampoo Negro 400ml","Cuidado facial","AVYNA","400ml","Corte de Cabello Dama"
"99065673-222a-4932-8ca2-074be1f15fbe",2,1,4,3,3,2098.00,1285.00,"2026-03-10","2025-05-19",134,429,0,"Shampoo Di Argan","Shampoo","AVYNA","1L","Corte de Cabello Dama"
"991d35c8-b979-4acf-8794-7290ffb1d343",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"992990c4-0722-4ae0-9f63-1a38e578925e",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"99aa39ef-2b97-44d6-97ad-5f19ac87985e",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"99c014f8-e48c-4208-a67c-467d06ba9014",2,1,6,1,1,2139.00,360.00,"2025-12-07","2025-06-07",227,410,0,"Mashera Di Agave","Tratamiento capilar","AVYNA","500ml","Corte de Cabello Dama"
"9a69680e-f309-4499-8df1-e16b198c71e1",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"9a7ff2f6-f3be-4065-9d97-195ccc69016b",7,3,32,7,7,10394.00,2151.00,"2026-07-02","2026-03-18",20,126,0,"Colageno Mg","Tratamiento capilar","AVYNA","Única","Corte de Cabello Dama"
"9a807943-1560-4e66-a934-c1685a364d8b",2,4,6,9,9,2529.00,3478.75,"2026-04-13","2026-04-21",100,92,0,"Fiber Paste/Cera Fibrosa","Shampoo","AVYNA","150ml","Corte de Cabello Dama"
"9af06977-2060-41be-9472-b7c06c4ce2dd",2,3,7,8,8,2489.00,3003.00,"2026-01-25","2026-01-17",178,186,0,"Mashera Di Agave","Tratamiento capilar","AVYNA","500ml","Corte de Cabello Dama"
"9b3c71c6-c123-4a8f-91e5-62aa70c99ce3",12,15,94,44,44,42021.00,17636.50,"2026-07-06","2026-07-03",16,19,0,"Liss Di Lino","Shampoo","AVYNA","150ml","Corte de Cabello Dama"
"9c81fe15-523b-41f0-af86-e5ca8ef35bf0",12,18,93,48,48,42130.00,19627.75,"2026-06-27","2026-07-12",25,10,0,"Xtyling Curly","Tratamiento capilar","AVYNA","300ml","Corte de Cabello Dama"
"9cb6250f-367c-4c55-8ebd-c97dfb71125c",7,8,23,21,21,8003.50,9077.00,"2026-06-28","2026-07-03",24,19,0,"Liss Di Lino","Tratamiento capilar","AVYNA","150ml","Corte de Cabello Dama"
"9ddf29d2-a089-4274-9904-42ded84b21e2",7,3,32,7,7,10668.00,1612.00,"2026-06-29","2025-08-29",23,327,0,"Serum Luminous Anti-Manchas Nivea","Tratamiento capilar","AVYNA","Única","Depilaciones Cera y Navaja"
"9deb3fa9-892e-46bb-b92d-0f87fdf4f123",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"9e895a38-655e-4477-850e-05dedffd64a0",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"9eaea3ee-3d8c-4029-992c-0f651b409178",2,1,6,1,1,1971.50,385.00,"2026-05-31","2026-02-04",52,168,0,"Pozione Booster","Tratamiento capilar","AVYNA","300ml","Corte de Cabello Dama"
"9ef63ca4-7386-4619-879b-8721b5396967",2,1,9,2,2,2851.00,490.00,"2026-05-19","2026-03-07",64,137,0,"128 Warm Nude Base Matte 30h","Maquillaje","MAYBELLINE","30ml","Depilaciones Cera y Navaja"
"9f702f4c-d0db-42f6-9a94-82f7f49c6024",12,15,104,39,39,45275.50,14820.25,"2026-06-14","2026-06-21",38,31,0,"Curless Protector De Calor 300ml","Protector térmico","AVYNA","300ml","Corte de Cabello Dama"
"9f98be63-a67f-4519-b12b-9eb38ca52c96",2,1,7,2,2,2558.00,935.00,"2025-11-11","2025-01-28",253,540,0,"Fluido Ialuronico","Tratamiento capilar","AVYNA","100ml","Corte de Cabello Dama"
"9f9beeca-bba6-4e9b-b6d0-aa8bc0f6019d",1,1,3,2,2,1270.00,785.00,"2026-07-02","2026-07-18",20,4,0,"Fiber Paste/Cera Fibrosa","Tratamiento capilar","AVYNA","150ml","Corte de Cabello Dama"
"9fd6e0d6-2c03-4c15-be9c-05efd30d6711",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"9ffd7ff4-1088-487e-990a-c1bb60db1348",2,1,6,2,2,1708.00,505.00,"2026-06-10","2026-01-12",42,191,0,"Cera 4x4 Telaraña","Producto de peinado","LECLAT","Única","Depilaciones Cera y Navaja"
"a0539bd6-8a00-4fe6-9402-6f22e6baf865",2,4,7,7,7,2088.00,1682.50,"2026-03-01","2026-07-19",143,3,0,"115 Peppy Vinyl Ink","Maquillaje","MAYBELLINE","Única","Depilaciones Cera y Navaja"
"a0a77367-0ebb-43c2-a120-27cdd5929dc3",7,8,31,18,18,9673.00,7234.75,"2026-07-02","2026-06-29",20,23,0,"Gel Extra Forte","Tratamiento capilar","AVYNA","50ml","Corte de Cabello Dama"
"a0e3917f-c06b-43d3-b78c-15b0033207f5",2,3,5,7,7,1929.00,2760.00,"2026-05-08","2026-05-17",75,66,0,"L´clat Shampoo Negro 12oz","Shampoo","AVYNA","12oz","Corte de Cabello Dama"
"a0ee166d-d654-4459-a9c3-d40653333958",12,8,88,18,18,41517.50,7335.50,"2026-06-08","2025-08-30",44,326,0,"Shampoo Di Argan","Tratamiento capilar","TEC ITALY","300ml","Corte de Cabello Dama"
"a17e5862-8e78-4b2c-a3ab-4a0aea790666",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"a1f1a23c-b800-4977-aed8-2888ca6acbcf",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"a22ec4b2-9fb2-44c7-a9d0-c6f41d4ac721",2,1,10,3,3,3113.50,915.00,"2026-01-27","2025-02-19",176,518,0,"Gel Extra Forte","Producto de peinado","AVYNA","200ml","Corte de Cabello Dama"
